Customer_Id,Customer_Type,Region,Fresh,Milk,Canned,Frozen,Detergents_Paper,Cooked_Meat
5553,Hotel/Restaurant/Cafe,Cork,25962,1780,3838,638,284,834
5554,Hotel/Restaurant/Cafe,Cork,964,4984,3316,937,409,7
5555,Hotel/Restaurant/Cafe,Cork,15603,2703,3833,4260,325,2563
5556,Hotel/Restaurant/Cafe,Cork,1838,6380,2824,1218,1216,295
5557,Hotel/Restaurant/Cafe,Cork,8635,820,3047,2312,415,225
5558,Hotel/Restaurant/Cafe,Cork,18692,3838,593,4634,28,1215
5559,Hotel/Restaurant/Cafe,Cork,7363,475,585,1112,72,216
5560,Hotel/Restaurant/Cafe,Cork,47493,2567,3779,5243,828,2253
5561,Hotel/Restaurant/Cafe,Cork,22096,3575,7041,11422,343,2564
5562,Hotel/Restaurant/Cafe,Cork,24929,1801,2475,2216,412,1047
5563,Hotel/Restaurant/Cafe,Cork,18226,659,2914,3752,586,578
5564,Hotel/Restaurant/Cafe,Cork,11210,3576,5119,561,1682,2398
5565,Hotel/Restaurant/Cafe,Cork,6202,7775,10817,1183,3143,1970
5566,Retail,Cork,3062,6154,13916,230,8933,2784
5567,Hotel/Restaurant/Cafe,Cork,8885,2428,1777,1777,430,610
5568,Hotel/Restaurant/Cafe,Cork,13569,346,489,2077,44,659
5569,Hotel/Restaurant/Cafe,Cork,15671,5279,2406,559,562,572
5570,Hotel/Restaurant/Cafe,Cork,8040,3795,2070,6340,918,291
5571,Hotel/Restaurant/Cafe,Cork,3191,1993,1799,1730,234,710
5572,Retail,Cork,6134,23133,33586,6746,18594,5121
5573,Hotel/Restaurant/Cafe,Cork,6623,1860,4740,7683,205,1693
5574,Hotel/Restaurant/Cafe,Cork,29526,7961,16966,432,363,1391
5575,Hotel/Restaurant/Cafe,Cork,10379,17972,4748,4686,1547,3265
5576,Hotel/Restaurant/Cafe,Cork,31614,489,1495,3242,111,615
5577,Hotel/Restaurant/Cafe,Cork,11092,5008,5249,453,392,373
5578,Hotel/Restaurant/Cafe,Cork,8475,1931,1883,5004,3593,987
5579,Hotel/Restaurant/Cafe,Cork,56083,4563,2124,6422,730,3321
5580,Hotel/Restaurant/Cafe,Cork,53205,4959,7336,3012,967,818
5581,Hotel/Restaurant/Cafe,Cork,9193,4885,2157,327,780,548
5582,Hotel/Restaurant/Cafe,Cork,7858,1110,1094,6818,49,287
5583,Hotel/Restaurant/Cafe,Cork,23257,1372,1677,982,429,655
5584,Hotel/Restaurant/Cafe,Cork,2153,1115,6684,4324,2894,411
5585,Retail,Cork,1073,9679,15445,61,5980,1265
5586,Hotel/Restaurant/Cafe,Cork,5909,23527,13699,10155,830,3636
5587,Retail,Cork,572,9763,22182,2221,4882,2563
5588,Hotel/Restaurant/Cafe,Cork,20893,1222,2576,3975,737,3628
5589,Retail,Cork,11908,8053,19847,1069,6374,698
5590,Hotel/Restaurant/Cafe,Cork,15218,258,1138,2516,333,204
5591,Hotel/Restaurant/Cafe,Cork,4720,1032,975,5500,197,56
5592,Hotel/Restaurant/Cafe,Cork,2083,5007,1563,1120,147,1550
5593,Hotel/Restaurant/Cafe,Cork,514,8323,6869,529,93,1040
5594,Hotel/Restaurant/Cafe,Dublin,36817,3045,1493,4802,210,1824
5595,Hotel/Restaurant/Cafe,Dublin,894,1703,1841,744,759,1153
5596,Hotel/Restaurant/Cafe,Dublin,680,1610,223,862,96,379
5597,Hotel/Restaurant/Cafe,Dublin,27901,3749,6964,4479,603,2503
5598,Hotel/Restaurant/Cafe,Dublin,9061,829,683,16919,621,139
5599,Hotel/Restaurant/Cafe,Dublin,11693,2317,2543,5845,274,1409
5600,Retail,Dublin,17360,6200,9694,1293,3620,1721
5601,Hotel/Restaurant/Cafe,Dublin,3366,2884,2431,977,167,1104
5602,Retail,Dublin,12238,7108,6235,1093,2328,2079
5603,Hotel/Restaurant/Cafe,Dublin,49063,3965,4252,5970,1041,1404
5604,Hotel/Restaurant/Cafe,Dublin,25767,3613,2013,10303,314,1384
5605,Hotel/Restaurant/Cafe,Dublin,68951,4411,12609,8692,751,2406
5606,Hotel/Restaurant/Cafe,Dublin,40254,640,3600,1042,436,18
5607,Hotel/Restaurant/Cafe,Dublin,7149,2247,1242,1619,1226,128
5608,Hotel/Restaurant/Cafe,Dublin,15354,2102,2828,8366,386,1027
5609,Hotel/Restaurant/Cafe,Dublin,16260,594,1296,848,445,258
5610,Hotel/Restaurant/Cafe,Dublin,42786,286,471,1388,32,22
5611,Hotel/Restaurant/Cafe,Dublin,2708,2160,2642,502,965,1522
5612,Hotel/Restaurant/Cafe,Dublin,6022,3354,3261,2507,212,686
5613,Hotel/Restaurant/Cafe,Dublin,2838,3086,4329,3838,825,1060
5614,Retail,Galway,3996,11103,12469,902,5952,741
5615,Hotel/Restaurant/Cafe,Galway,21273,2013,6550,909,811,1854
5616,Retail,Galway,7588,1897,5234,417,2208,254
5617,Hotel/Restaurant/Cafe,Galway,19087,1304,3643,3045,710,898
5618,Retail,Galway,8090,3199,6986,1455,3712,531
5619,Retail,Galway,6758,4560,9965,934,4538,1037
5620,Hotel/Restaurant/Cafe,Galway,444,879,2060,264,290,259
5621,Retail,Galway,16448,6243,6360,824,2662,2005
5622,Retail,Galway,5283,13316,20399,1809,8752,172
5623,Retail,Galway,2886,5302,9785,364,6236,555
5624,Retail,Galway,2599,3688,13829,492,10069,59
5625,Retail,Galway,161,7460,24773,617,11783,2410
5626,Retail,Galway,243,12939,8852,799,3909,211
5627,Retail,Galway,6468,12867,21570,1840,7558,1543
5628,Hotel/Restaurant/Cafe,Galway,17327,2374,2842,1149,351,925
5629,Hotel/Restaurant/Cafe,Galway,6987,1020,3007,416,257,656
5630,Retail,Galway,918,20655,13567,1465,6846,806
5631,Hotel/Restaurant/Cafe,Galway,7034,1492,2405,12569,299,1117
5632,Hotel/Restaurant/Cafe,Galway,29635,2335,8280,3046,371,117
5633,Retail,Galway,2137,3737,19172,1274,17120,142
5634,Hotel/Restaurant/Cafe,Galway,9784,925,2405,4447,183,297
5635,Hotel/Restaurant/Cafe,Galway,10617,1795,7647,1483,857,1233
5636,Retail,Galway,1479,14982,11924,662,3891,3508
5637,Hotel/Restaurant/Cafe,Galway,7127,1375,2201,2679,83,1059
5638,Hotel/Restaurant/Cafe,Galway,1182,3088,6114,978,821,1637
5639,Hotel/Restaurant/Cafe,Galway,11800,2713,3558,2121,706,51
5640,Retail,Galway,9759,25071,17645,1128,12408,1625
5641,Hotel/Restaurant/Cafe,Galway,1774,3696,2280,514,275,834
5642,Hotel/Restaurant/Cafe,Galway,9155,1897,5167,2714,228,1113
5643,Hotel/Restaurant/Cafe,Galway,15881,713,3315,3703,1470,229
5644,Hotel/Restaurant/Cafe,Galway,13360,944,11593,915,1679,573
5645,Hotel/Restaurant/Cafe,Galway,25977,3587,2464,2369,140,1092
5646,Hotel/Restaurant/Cafe,Galway,32717,16784,13626,60869,1272,5609
5647,Hotel/Restaurant/Cafe,Galway,4414,1610,1431,3498,387,834
5648,Hotel/Restaurant/Cafe,Galway,542,899,1664,414,88,522
5649,Hotel/Restaurant/Cafe,Galway,16933,2209,3389,7849,210,1534
5650,Hotel/Restaurant/Cafe,Galway,5113,1486,4583,5127,492,739
5651,Hotel/Restaurant/Cafe,Galway,9790,1786,5109,3570,182,1043
5652,Retail,Galway,11223,14881,26839,1234,9606,1102
5653,Hotel/Restaurant/Cafe,Galway,22321,3216,1447,2208,178,2602
5654,Retail,Galway,8565,4980,67298,131,38102,1215
5655,Retail,Galway,16823,928,2743,11559,332,3486
5656,Retail,Galway,27082,6817,10790,1365,4111,2139
5657,Hotel/Restaurant/Cafe,Galway,13970,1511,1330,650,146,778
5658,Hotel/Restaurant/Cafe,Galway,9351,1347,2611,8170,442,868
5659,Hotel/Restaurant/Cafe,Galway,3,333,7021,15601,15,550
5660,Hotel/Restaurant/Cafe,Galway,2617,1188,5332,9584,573,1942
5661,Retail,Dublin,381,4025,9670,388,7271,1371
5662,Retail,Dublin,2320,5763,11238,767,5162,2158
5663,Hotel/Restaurant/Cafe,Dublin,255,5758,5923,349,4595,1328
5664,Retail,Dublin,1689,6964,26316,1456,15469,37
5665,Hotel/Restaurant/Cafe,Dublin,3043,1172,1763,2234,217,379
5666,Hotel/Restaurant/Cafe,Dublin,1198,2602,8335,402,3843,303
5667,Retail,Dublin,2771,6939,15541,2693,6600,1115
5668,Retail,Dublin,27380,7184,12311,2809,4621,1022
5669,Hotel/Restaurant/Cafe,Dublin,3428,2380,2028,1341,1184,665
5670,Retail,Dublin,5981,14641,20521,2005,12218,445
5671,Hotel/Restaurant/Cafe,Dublin,3521,1099,1997,1796,173,995
5672,Retail,Dublin,1210,10044,22294,1741,12638,3137
5673,Hotel/Restaurant/Cafe,Dublin,608,1106,1533,830,90,195
5674,Retail,Dublin,117,6264,21203,228,8682,1111
5675,Hotel/Restaurant/Cafe,Dublin,14039,7393,2548,6386,1333,2341
5676,Hotel/Restaurant/Cafe,Dublin,190,727,2012,245,184,127
5677,Hotel/Restaurant/Cafe,Dublin,22686,134,218,3157,9,548
5678,Retail,Dublin,37,1275,22272,137,6747,110
5679,Hotel/Restaurant/Cafe,Dublin,759,18664,1660,6114,536,4100
5680,Hotel/Restaurant/Cafe,Dublin,796,5878,2109,340,232,776
5681,Hotel/Restaurant/Cafe,Dublin,19746,2872,2006,2601,468,503
5682,Hotel/Restaurant/Cafe,Dublin,4734,607,864,1206,159,405
5683,Hotel/Restaurant/Cafe,Dublin,2121,1601,2453,560,179,712
5684,Hotel/Restaurant/Cafe,Dublin,4627,997,4438,191,1335,314
5685,Hotel/Restaurant/Cafe,Dublin,2615,873,1524,1103,514,468
5686,Retail,Dublin,4692,6128,8025,1619,4515,3105
5687,Hotel/Restaurant/Cafe,Dublin,9561,2217,1664,1173,222,447
5688,Hotel/Restaurant/Cafe,Dublin,3477,894,534,1457,252,342
5689,Hotel/Restaurant/Cafe,Dublin,22335,1196,2406,2046,101,558
5690,Hotel/Restaurant/Cafe,Dublin,6211,337,683,1089,41,296
5691,Retail,Dublin,39679,3944,4955,1364,523,2235
5692,Hotel/Restaurant/Cafe,Dublin,20105,1887,1939,8164,716,790
5693,Hotel/Restaurant/Cafe,Dublin,3884,3801,1641,876,397,4829
5694,Retail,Dublin,15076,6257,7398,1504,1916,3113
5695,Hotel/Restaurant/Cafe,Dublin,6338,2256,1668,1492,311,686
5696,Hotel/Restaurant/Cafe,Dublin,5841,1450,1162,597,476,70
5697,Retail,Dublin,3136,8630,13586,5641,4666,1426
5698,Hotel/Restaurant/Cafe,Dublin,38793,3154,2648,1034,96,1242
5699,Hotel/Restaurant/Cafe,Dublin,3225,3294,1902,282,68,1114
5700,Retail,Dublin,4048,5164,10391,130,813,179
5701,Hotel/Restaurant/Cafe,Dublin,28257,944,2146,3881,600,270
5702,Hotel/Restaurant/Cafe,Dublin,17770,4591,1617,9927,246,532
5703,Hotel/Restaurant/Cafe,Dublin,34454,7435,8469,2540,1711,2893
5704,Hotel/Restaurant/Cafe,Dublin,1821,1364,3450,4006,397,361
5705,Hotel/Restaurant/Cafe,Dublin,10683,21858,15400,3635,282,5120
5706,Hotel/Restaurant/Cafe,Dublin,11635,922,1614,2583,192,1068
5707,Hotel/Restaurant/Cafe,Dublin,1206,3620,2857,1945,353,967
